,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
200,2017,590390,643,Russian Federation,228213000000.0,3688000720.0,5.0,3161.02449,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,22883142.0,318105
201,2017,590390,682,Saudi Arabia,134519000000.0,3688000720.0,5.0,5686.539579,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,16505075.0,4268185
202,2017,590390,699,India,444052000000.0,3688000720.0,10.0,5872.313053,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,167203112.0,1827726
203,2017,590390,702,Singapore,327710000000.0,3688000720.0,0.0,7787.494915,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,10081937.0,103913
204,2017,590390,704,Viet Nam,213215000000.0,3688000720.0,0.0,6778.671704,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,462830225.0,46365843
205,2017,590390,710,South Africa,83030698712.0,3688000720.0,12.8,8863.519402,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,10787176.0,285216
207,2017,590390,757,Switzerland,267501000000.0,3688000720.0,0.0,3929.25247,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,19247052.0,43777
208,2017,590390,784,United Arab Emirates,270955000000.0,3688000720.0,5.0,5746.945019,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,17589108.0,624125
209,2017,590390,792,Turkey,233800000000.0,3688000720.0,0.0,4287.939098,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,89899255.0,1269482
210,2017,590390,818,Egypt,66338749061.0,3688000720.0,10.0,3678.868281,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,14282146.0,2199775
211,2017,590390,826,United Kingdom,641332000000.0,3688000720.0,0.0,4639.104534,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,53625073.0,1561338
212,2017,590390,842,USA,2405280000000.0,3688000720.0,0.0,8089.896974,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,338616725.0,27890289
213,2017,550320,12,Algeria,46052990973.0,4263324810.0,5.0,6096.381692,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,10014477.0,1209272
214,2017,550320,36,Australia,228442000000.0,4263324810.0,0.0,8645.291881,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,30497000.0,14566825
217,2017,550320,76,Brazil,150749000000.0,4263324810.0,9.0,12706.1106,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,99204264.0,19891328
218,2017,550320,104,Myanmar,19253441935.0,4263324810.0,0.5,1826.766101,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,3245293.0,1758463
219,2017,550320,124,Canada,432405000000.0,4263324810.0,0.0,7334.04396,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,56595366.0,18892593
220,2017,550320,144,Sri Lanka,21316172076.0,4263324810.0,0.0,5180.242831,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,2125160.0,252817
221,2017,550320,152,Chile,65257236198.0,4263324810.0,0.0,10469.42703,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,15918838.0,12560932
222,2017,550320,156,China,1843790000000.0,4263324810.0,3.3,5623.70334,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,218304349.0,132972229
223,2017,550320,203,Czechia,162899000000.0,4263324810.0,0.0,3125.787995,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,40322032.0,3277281
226,2017,550320,320,Guatemala,18377914375.0,4263324810.0,0.0,8100.187469,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,17820446.0,888737
227,2017,550320,344,"China, Hong Kong SAR",589317000000.0,4263324810.0,0.0,3153.154901,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,7274304.0,3279339
228,2017,550320,360,Indonesia,156925000000.0,4263324810.0,0.0,5678.615631,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,178934553.0,20177548
229,2017,550320,364,Iran,51612276867.0,4263324810.0,10.0,3006.632182,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,11199531.0,4281382
231,2017,550320,392,Japan,671474000000.0,4263324810.0,6.6,5403.647672,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,90763273.0,51088013
232,2017,550320,414,Kuwait,33568329846.0,4263324810.0,5.0,3952.575007,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,1071238.0,245231
233,2017,550320,458,Malaysia,194720000000.0,4263324810.0,0.0,5911.503192,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,25505426.0,5195048
234,2017,550320,484,Mexico,420369000000.0,4263324810.0,3.8,10459.46826,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,131359682.0,16198294
235,2017,550320,496,Mongolia,4337305039.0,4263324810.0,5.0,1172.047241,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,3731.0,1046
237,2017,550320,554,New Zealand,40128397719.0,4263324810.0,0.0,9748.888012,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,16135253.0,9933081
238,2017,550320,579,Norway,85525812090.0,4263324810.0,0.0,2673.578538,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,4675034.0,3565000
239,2017,550320,604,Peru,39763884637.0,4263324810.0,0.0,13001.58093,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,29706572.0,4028814
240,2017,550320,608,Philippines,101889000000.0,4263324810.0,0.0,4341.246959,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,23436099.0,1779020
241,2017,550320,616,Poland,217979000000.0,4263324810.0,0.0,3222.945211,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,104984964.0,63013938
242,2017,550320,643,Russian Federation,228213000000.0,4263324810.0,5.0,3229.860011,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,149380414.0,46174620
243,2017,550320,682,Saudi Arabia,134519000000.0,4263324810.0,5.0,3176.863617,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,8465226.0,381850
244,2017,550320,699,India,444052000000.0,4263324810.0,10.0,4533.260794,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,105342032.0,23378306
245,2017,550320,702,Singapore,327710000000.0,4263324810.0,0.0,6067.055717,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,3495997.0,285639
246,2017,550320,704,Viet Nam,213215000000.0,4263324810.0,0.0,5616.825395,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,336388382.0,82459851
247,2017,550320,710,South Africa,83030698712.0,4263324810.0,7.5,10084.54395,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,11456436.0,8956729
249,2017,550320,757,Switzerland,267501000000.0,4263324810.0,0.0,2891.555543,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,6125179.0,170315
250,2017,550320,784,United Arab Emirates,270955000000.0,4263324810.0,5.0,5454.205445,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,10225751.0,2996265
251,2017,550320,792,Turkey,233800000000.0,4263324810.0,0.0,3814.284775,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,291036786.0,36041154
252,2017,550320,818,Egypt,66338749061.0,4263324810.0,0.0,4275.189782,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,36522546.0,2609908
253,2017,550320,826,United Kingdom,641332000000.0,4263324810.0,0.0,4885.459803,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,150729263.0,42076616
254,2017,550320,842,USA,2405280000000.0,4263324810.0,0.0,7765.052053,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,558540884.0,168953047
255,2017,540769,12,Algeria,46052990973.0,1386140142.0,30.0,2976.911499,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,10131088.0,101870
256,2017,540769,36,Australia,228442000000.0,1386140142.0,0.0,11064.73277,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,7015217.0,295479
259,2017,540769,76,Brazil,150749000000.0,1386140142.0,26.0,11712.35059,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,40368915.0,384528
260,2017,540769,104,Myanmar,19253441935.0,1386140142.0,15.0,5246.534614,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,1674920.0,1636
261,2017,540769,124,Canada,432405000000.0,1386140142.0,0.0,7426.416448,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,11868728.0,1636902
262,2017,540769,144,Sri Lanka,21316172076.0,1386140142.0,0.0,6035.714819,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,3423634.0,2136197
263,2017,540769,152,Chile,65257236198.0,1386140142.0,0.0,10397.19401,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,3710948.0,328533
264,2017,540769,156,China,1843790000000.0,1386140142.0,5.2,7049.860865,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,73731397.0,19199850
265,2017,540769,203,Czechia,162899000000.0,1386140142.0,0.0,2478.813959,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,3137970.0,4161
268,2017,540769,320,Guatemala,18377914375.0,1386140142.0,10.0,7393.465149,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,27929503.0,95755
270,2017,540769,360,Indonesia,156925000000.0,1386140142.0,0.0,7184.416215,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,142694695.0,30120610
271,2017,540769,364,Iran,51612276867.0,1386140142.0,32.0,3229.719046,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,75499855.0,168611
273,2017,540769,392,Japan,671474000000.0,1386140142.0,5.9,7338.405509,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,4409735.0,2822855
274,2017,540769,398,Kazakhstan,29345907738.0,1386140142.0,8.0,3485.180978,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,290573.0,889
275,2017,540769,414,Kuwait,33568329846.0,1386140142.0,5.0,4626.998022,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,8631015.0,688980
276,2017,540769,458,Malaysia,194720000000.0,1386140142.0,0.0,5040.750393,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,8804804.0,303914
277,2017,540769,484,Mexico,420369000000.0,1386140142.0,10.0,9090.226728,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,13955163.0,457802
278,2017,540769,496,Mongolia,4337305039.0,1386140142.0,5.0,2380.650421,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,3874.0,11590
280,2017,540769,554,New Zealand,40128397719.0,1386140142.0,0.0,13113.94253,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,3407536.0,137040
281,2017,540769,579,Norway,85525812090.0,1386140142.0,0.0,3066.343411,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,626100.0,13925
282,2017,540769,604,Peru,39763884637.0,1386140142.0,3.4,11337.22925,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,25199441.0,247783
283,2017,540769,608,Philippines,101889000000.0,1386140142.0,0.0,6275.02295,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,1308089.0,113939
284,2017,540769,616,Poland,217979000000.0,1386140142.0,0.0,4007.916071,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,17912195.0,771881
285,2017,540769,643,Russian Federation,228213000000.0,1386140142.0,8.0,2946.043663,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,5603173.0,53903
286,2017,540769,682,Saudi Arabia,134519000000.0,1386140142.0,5.0,4808.406325,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,75223483.0,12172211
287,2017,540769,699,India,444052000000.0,1386140142.0,30.3,5252.129632,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,7669937.0,1225637
288,2017,540769,702,Singapore,327710000000.0,1386140142.0,0.0,7133.509423,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,2780271.0,51291
289,2017,540769,704,Viet Nam,213215000000.0,1386140142.0,0.0,6092.442577,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,290814642.0,33112432
290,2017,540769,710,South Africa,83030698712.0,1386140142.0,22.0,8568.228405,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,10739823.0,54348
292,2017,540769,757,Switzerland,267501000000.0,1386140142.0,0.0,3898.37277,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,3034296.0,11905
293,2017,540769,784,United Arab Emirates,270955000000.0,1386140142.0,5.0,4646.81563,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,17601017.0,1986932
294,2017,540769,792,Turkey,233800000000.0,1386140142.0,0.0,3875.955545,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,38913960.0,5965715
295,2017,540769,818,Egypt,66338749061.0,1386140142.0,10.0,3796.688841,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,37787281.0,66989
296,2017,540769,826,United Kingdom,641332000000.0,1386140142.0,0.0,4251.915086,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,11082818.0,592760
297,2017,540769,842,USA,2405280000000.0,1386140142.0,2.1,8197.768413,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,38360115.0,6297468
298,2017,540761,12,Algeria,46052990973.0,3004586749.0,30.0,4593.123379,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,5040800.0,390595
299,2017,540761,36,Australia,228442000000.0,3004586749.0,0.0,10704.11653,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,15009587.0,1544276
302,2017,540761,76,Brazil,150749000000.0,3004586749.0,26.0,11121.04071,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,61465846.0,2283852
303,2017,540761,104,Myanmar,19253441935.0,3004586749.0,5.0,2610.151654,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,7279344.0,154491
304,2017,540761,124,Canada,432405000000.0,3004586749.0,0.0,8308.402963,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,29520289.0,6342115
305,2017,540761,144,Sri Lanka,21316172076.0,3004586749.0,0.0,5560.441772,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,9607587.0,7738726
306,2017,540761,152,Chile,65257236198.0,3004586749.0,0.0,10620.14772,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,5751131.0,737454
307,2017,540761,156,China,1843790000000.0,3004586749.0,5.2,6574.586484,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,417011693.0,82522107
308,2017,540761,203,Czechia,162899000000.0,3004586749.0,0.0,3193.293877,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,9571660.0,573568
311,2017,540761,320,Guatemala,18377914375.0,3004586749.0,10.0,6996.193669,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,12269502.0,430998
312,2017,540761,344,"China, Hong Kong SAR",589317000000.0,3004586749.0,0.0,6341.836018,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,100095104.0,25823383
313,2017,540761,360,Indonesia,156925000000.0,3004586749.0,0.0,7395.887764,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,250399762.0,29322445
314,2017,540761,364,Iran,51612276867.0,3004586749.0,32.0,4431.003113,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,5669573.0,1213662
316,2017,540761,392,Japan,671474000000.0,3004586749.0,6.5,7302.619411,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,104311014.0,27008706
317,2017,540761,398,Kazakhstan,29345907738.0,3004586749.0,8.0,4116.404726,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,2878111.0,9410
318,2017,540761,414,Kuwait,33568329846.0,3004586749.0,5.0,4637.14052,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,12291306.0,4791090
319,2017,540761,458,Malaysia,194720000000.0,3004586749.0,0.0,6686.188347,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,35533489.0,967894
320,2017,540761,484,Mexico,420369000000.0,3004586749.0,10.0,10269.12656,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,70721578.0,2698746
322,2017,540761,554,New Zealand,40128397719.0,3004586749.0,0.0,13638.29935,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,3786243.0,182046
324,2017,540761,604,Peru,39763884637.0,3004586749.0,3.4,9628.983183,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,12322449.0,1586069
325,2017,540761,608,Philippines,101889000000.0,3004586749.0,0.0,5612.239127,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,1232521.0,158940
326,2017,540761,616,Poland,217979000000.0,3004586749.0,0.0,3459.120102,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,52949489.0,5031708
327,2017,540761,643,Russian Federation,228213000000.0,3004586749.0,8.0,3760.184556,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,86330796.0,2928357
328,2017,540761,682,Saudi Arabia,134519000000.0,3004586749.0,5.0,4597.424942,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,17126548.0,3818563
329,2017,540761,699,India,444052000000.0,3004586749.0,18.8,4906.15801,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,79797358.0,4203327
330,2017,540761,702,Singapore,327710000000.0,3004586749.0,0.0,7423.122899,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,3522965.0,71795
331,2017,540761,704,Viet Nam,213215000000.0,3004586749.0,0.0,6282.020526,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,191852740.0,139078371
332,2017,540761,710,South Africa,83030698712.0,3004586749.0,22.0,8915.368063,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,19497648.0,479189
334,2017,540761,757,Switzerland,267501000000.0,3004586749.0,0.0,3962.326569,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,4823068.0,13021
335,2017,540761,784,United Arab Emirates,270955000000.0,3004586749.0,5.0,5114.563771,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,149034685.0,34260303
336,2017,540761,792,Turkey,233800000000.0,3004586749.0,0.0,3481.536215,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,224245789.0,63850778
337,2017,540761,818,Egypt,66338749061.0,3004586749.0,10.0,4952.394008,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,1495045.0,156656
